Policy Number,Policy Effective Date,Policy Expiration Date,Agency ID,Underwriting Company ID,Cancel Date
1019735,2012-11-07,2013-11-07,7,1,
1019736,2014-01-20,2015-01-20,13,5,
1019737,2011-11-24,2012-05-26,13,3,
1019738,2012-11-26,2013-11-26,19,6,
1019739,2013-11-20,2014-11-20,16,1,
1019740,2012-09-09,2013-03-12,2,1,
1019741,2013-02-06,2014-02-06,7,4,
1019742,2012-07-10,2013-01-10,15,3,
1019743,2012-01-05,2012-07-06,11,6,
1019744,2011-11-11,2012-11-10,19,6,
1019745,2011-06-14,2011-12-12,3,5,2011-10-08
1019746,2011-09-29,2012-03-30,12,6,
1019747,2013-04-21,2014-04-21,6,7,2013-11-10
1019748,2014-01-18,2015-01-18,8,3,
1019749,2012-05-14,2013-05-14,13,6,
1019750,2011-12-14,2012-06-13,15,5,
1019751,2012-11-26,2013-05-29,12,2,
1019752,2013-10-09,2014-10-09,15,3,
1019753,2011-01-03,2012-01-03,15,1,
1019754,2014-03-30,2015-03-30,11,2,
1019755,2011-10-14,2012-04-14,18,4,
1019756,2011-03-21,2012-03-20,2,4,2011-06-19
1019757,2013-09-05,2014-09-05,20,4,
1019758,2011-07-13,2012-07-12,6,5,
1019759,2012-01-23,2012-07-23,9,4,
1019760,2011-03-15,2011-09-15,19,7,
1019761,2013-08-16,2014-08-16,17,2,
1019762,2012-08-08,2013-08-08,7,3,
1019763,2012-07-19,2013-01-18,7,3,
1019764,2011-08-12,2012-02-11,1,2,
1019765,2010-10-11,2011-04-10,1,4,2011-01-11
1019766,2013-06-03,2013-12-04,19,7,
1019767,2012-09-19,2013-09-19,7,3,
1019768,2012-04-10,2013-04-10,12,5,
1019769,2012-11-03,2013-11-03,17,3,
1019770,2012-02-07,2012-08-08,4,1,2012-06-01
1019771,2013-05-18,2013-11-15,10,2,
1019772,2012-01-28,2013-01-28,13,3,2012-08-31
1019773,2011-11-07,2012-05-07,1,6,
1019774,2013-04-08,2014-04-08,1,3,
1019775,2011-09-23,2012-09-23,5,2,
1019776,2011-06-24,2012-06-24,2,7,
1019777,2011-11-01,2012-11-01,8,3,
1019778,2011-08-02,2012-08-02,12,2,
1019779,2012-09-18,2013-03-20,15,1,
1019780,2012-06-14,2013-06-14,6,3,
1019781,2011-01-19,2012-01-19,9,1,
1019782,2013-05-28,2013-11-28,11,5,
1019783,2013-07-02,2014-07-02,19,1,
1019784,2013-12-26,2014-12-26,1,4,
1019785,2014-01-24,2014-07-25,6,4,
1019786,2011-08-16,2012-02-16,18,1,
1019787,2011-10-29,2012-04-28,20,1,
1019788,2012-09-24,2013-09-24,16,6,
1019789,2013-07-16,2014-07-16,20,7,
1019790,2011-03-22,2012-03-21,15,4,
1019791,2013-05-12,2014-05-12,16,6,
1019792,2011-09-08,2012-03-08,20,7,
1019793,2012-10-16,2013-04-18,18,4,
1019794,2011-08-13,2012-02-11,6,3,
1019795,2012-01-02,2013-01-02,12,6,
1019796,2012-12-29,2013-12-29,5,7,
1019797,2012-08-14,2013-02-13,5,7,
1019798,2011-08-27,2012-02-26,4,2,2011-12-08
1019799,2012-06-12,2012-12-10,1,5,
1019800,2014-02-26,2014-08-27,1,6,
1019801,2013-07-05,2014-01-05,3,1,
1019802,2010-09-20,2011-09-21,4,7,
1019803,2012-08-22,2013-02-20,8,6,2013-02-03
1019804,2012-10-22,2013-04-23,13,5,
1019805,2012-11-17,2013-05-17,13,5,
1019806,2011-02-17,2011-08-17,12,3,
1019807,2013-08-13,2014-02-10,9,3,
1019808,2011-07-10,2012-07-10,18,7,
1019809,2013-02-07,2014-02-07,2,4,
1019810,2012-02-10,2013-02-10,14,2,
1019811,2013-05-25,2013-11-25,13,4,
1019812,2010-12-19,2011-06-18,6,7,2011-04-14
1019813,2013-01-11,2014-01-11,4,7,
1019814,2012-04-14,2013-04-15,20,1,
1019815,2014-01-29,2015-01-29,18,1,
1019816,2011-09-01,2012-03-01,9,4,
1019817,2011-08-10,2012-02-10,5,6,
1019818,2013-06-07,2013-12-08,17,5,
1019819,2013-07-17,2014-01-15,18,4,
1019820,2014-04-12,2015-04-12,14,6,
1019821,2013-06-05,2014-06-05,6,5,
1019822,2012-06-11,2013-06-11,14,4,
1019823,2012-09-26,2013-09-26,20,3,
1019824,2013-05-05,2014-05-05,18,1,
1019825,2013-06-05,2014-06-05,20,3,
1019826,2013-04-03,2014-04-03,1,3,
1019827,2012-03-13,2012-09-10,3,5,
1019828,2010-08-18,2011-02-15,13,3,
1019829,2011-05-13,2012-05-13,11,7,
1019830,2013-05-22,2014-05-22,5,2,
1019831,2013-07-30,2014-01-27,7,2,
1019832,2012-12-20,2013-12-20,1,3,
1019833,2010-11-14,2011-05-14,9,7,2011-04-09
1019834,2013-11-24,2014-05-25,10,1,
1019835,2013-01-21,2014-01-21,13,7,
1019836,2012-03-25,2013-03-25,20,1,
1019837,2014-02-24,2014-08-25,5,4,
1019838,2012-09-25,2013-03-25,3,2,
1019839,2013-09-08,2014-09-08,14,6,2014-07-26
1019840,2011-10-12,2012-04-12,5,1,2012-01-31
1019841,2013-06-01,2014-06-01,15,3,
1019842,2013-03-27,2014-03-27,8,7,
1019843,2010-08-05,2011-08-05,18,4,
1019844,2013-10-31,2014-05-01,7,1,
1019845,2010-12-02,2011-12-02,20,1,
1019846,2012-02-15,2012-08-17,2,1,
1019847,2012-06-01,2012-12-02,6,1,
1019848,2011-10-05,2012-04-05,20,5,
1019849,2011-11-29,2012-05-31,14,2,
1019850,2011-07-04,2012-07-04,17,1,
1019851,2011-09-27,2012-03-27,9,5,
1019852,2011-06-30,2012-06-30,9,6,
1019853,2010-11-15,2011-05-18,16,4,
1019854,2011-09-14,2012-03-15,18,6,
1019855,2011-12-16,2012-12-15,16,7,
1019856,2011-11-23,2012-11-23,20,2,
1019857,2012-04-11,2013-04-12,15,7,
1019858,2013-02-14,2014-02-14,13,7,
1019859,2011-05-11,2011-11-09,18,5,
1019860,2013-10-11,2014-10-11,13,3,
1019861,2012-12-28,2013-12-28,5,4,
1019862,2010-11-23,2011-11-24,4,7,
1019863,2011-04-21,2011-10-21,20,5,
1019864,2012-09-08,2013-03-11,16,5,
1019865,2013-08-29,2014-08-29,11,2,
1019866,2011-01-29,2011-07-29,10,1,2011-03-15
1019867,2011-02-05,2011-08-05,1,2,
1019868,2013-05-15,2014-05-15,18,5,
1019869,2012-04-04,2013-04-04,9,7,
1019870,2012-04-20,2012-10-21,12,2,
1019871,2011-12-23,2012-06-24,18,5,
1019872,2011-01-01,2011-07-03,3,3,
1019873,2011-08-18,2012-08-18,18,2,
1019874,2011-05-31,2011-11-29,4,4,
1019875,2010-09-23,2011-09-23,8,1,2011-06-16
1019876,2014-03-21,2015-03-21,4,5,
1019877,2014-03-15,2014-09-12,13,1,
1019878,2012-03-17,2012-09-17,9,7,
1019879,2012-09-16,2013-03-16,10,7,
1019880,2012-12-23,2013-06-24,17,6,
1019881,2012-10-10,2013-04-09,3,5,
1019882,2010-09-11,2011-09-12,3,5,
1019883,2012-10-17,2013-10-17,6,1,
1019884,2014-01-31,2015-01-31,19,6,
1019885,2012-08-05,2013-08-05,14,1,
1019886,2011-11-25,2012-11-25,10,2,
1019887,2013-05-02,2014-05-02,14,6,
1019888,2013-01-01,2013-07-01,4,5,
1019889,2012-07-19,2013-07-19,12,3,
1019890,2012-08-18,2013-02-15,1,2,
1019891,2011-02-19,2012-02-20,13,5,
1019892,2011-06-13,2011-12-13,13,4,2011-10-26
1019893,2012-11-03,2013-05-03,11,7,2013-02-04
1019894,2012-10-19,2013-04-18,2,5,
1019895,2013-08-09,2014-02-06,4,7,
1019896,2013-01-13,2014-01-13,10,1,2013-11-02
1019897,2013-05-15,2013-11-12,4,5,
1019898,2014-01-23,2014-07-23,16,6,
1019899,2011-05-30,2011-11-28,6,2,
1019900,2013-05-10,2013-11-07,1,1,
1019901,2011-07-20,2012-01-17,1,6,
1019902,2011-09-17,2012-09-17,5,3,
1019903,2011-02-04,2012-02-05,7,2,
1019904,2013-11-11,2014-05-12,6,6,
1019905,2012-01-30,2012-07-31,8,2,
1019906,2012-09-01,2013-03-04,4,2,
1019907,2012-11-20,2013-11-20,19,6,
1019908,2012-09-27,2013-03-30,2,4,
1019909,2010-10-09,2011-10-09,2,7,
1019910,2011-08-12,2012-02-12,13,2,2011-11-10
1019911,2011-02-27,2011-08-29,8,1,
1019912,2012-09-15,2013-03-17,1,7,
1019913,2011-08-18,2012-08-18,14,6,
1019914,2011-10-09,2012-10-09,8,4,
1019915,2012-11-02,2013-05-05,13,7,
1019916,2012-03-14,2013-03-15,4,3,
1019917,2012-10-14,2013-04-14,20,4,
1019918,2013-05-19,2014-05-19,8,6,
1019919,2011-09-03,2012-09-03,17,5,
1019920,2011-05-30,2012-05-30,17,4,
1019921,2013-12-17,2014-06-17,12,5,
1019922,2011-02-01,2011-08-04,12,6,2011-07-27
1019923,2012-03-05,2012-09-05,8,2,2012-06-17
1019924,2010-10-22,2011-04-23,20,6,
1019925,2011-10-21,2012-10-21,12,3,
1019926,2012-10-19,2013-04-18,1,3,
1019927,2014-02-18,2014-08-18,18,2,
1019928,2013-01-18,2013-07-18,10,3,2013-05-06
1019929,2013-04-24,2013-10-25,18,3,
1019930,2013-08-17,2014-02-16,20,7,
1019931,2012-03-18,2012-09-17,13,6,
1019932,2012-02-10,2012-08-12,1,4,
1019933,2012-10-14,2013-04-16,12,2,
1019934,2013-11-15,2014-05-15,2,7,
1019935,2012-07-28,2013-01-25,16,5,
1019936,2013-11-18,2014-11-18,13,4,
1019937,2010-09-29,2011-04-01,17,5,2010-12-26
1019938,2013-03-28,2013-09-25,13,6,
1019939,2013-01-26,2014-01-26,16,2,
1019940,2012-08-05,2013-02-05,4,5,
1019941,2013-02-23,2014-02-23,7,5,
1019942,2011-05-24,2011-11-24,10,3,
1019943,2011-01-08,2012-01-08,19,4,
1019944,2012-06-23,2012-12-24,14,5,
1019945,2012-11-30,2013-11-30,9,5,
1019946,2012-02-16,2013-02-16,17,7,
1019947,2013-02-16,2014-02-16,3,7,
1019948,2011-07-23,2012-07-23,6,3,
1019949,2011-05-25,2011-11-24,13,3,
1019950,2013-01-26,2013-07-29,2,1,
1019951,2012-05-04,2012-11-02,4,3,2012-09-06
1019952,2013-02-09,2013-08-10,5,4,
1019953,2011-03-05,2012-03-05,13,5,
1019954,2011-01-07,2011-07-09,17,7,2011-02-27
1019955,2013-09-15,2014-03-16,16,3,
1019956,2011-09-23,2012-09-23,19,5,
1019957,2012-10-13,2013-04-13,6,7,
1019958,2012-08-25,2013-02-23,1,6,
1019959,2011-02-04,2011-08-07,13,4,
1019960,2013-06-04,2014-06-04,10,5,
1019961,2011-08-10,2012-08-10,19,3,
1019962,2012-11-19,2013-05-21,7,5,
1019963,2012-12-29,2013-06-29,6,2,
1019964,2011-07-17,2012-01-16,3,6,
1019965,2011-02-06,2011-08-08,17,6,
1019966,2012-08-09,2013-08-09,10,1,
1019967,2011-07-26,2012-01-25,3,1,
1019968,2013-08-03,2014-08-03,14,5,
1019969,2012-07-02,2013-07-02,14,3,
1019970,2012-04-23,2013-04-23,14,4,2013-03-07
1019971,2013-03-06,2013-09-03,2,6,
1019972,2013-11-13,2014-05-14,11,3,
1019973,2014-02-25,2014-08-26,7,2,
1019974,2013-07-29,2014-07-29,1,3,
1019975,2010-08-15,2011-02-12,1,6,
1019976,2013-09-10,2014-03-13,6,6,
1019977,2013-08-02,2014-08-02,9,5,
1019978,2012-11-18,2013-11-18,15,7,
1019979,2013-04-01,2013-10-02,3,6,
1019980,2011-05-13,2011-11-11,16,7,2011-07-16
1019981,2013-03-20,2014-03-20,2,3,
1019982,2012-01-19,2013-01-18,19,1,2012-09-09
1019983,2013-09-29,2014-09-29,14,1,
1019984,2011-07-25,2012-01-25,15,6,
1019985,2011-10-06,2012-04-06,5,1,
1019986,2012-12-10,2013-06-09,10,2,2013-03-19
1019987,2013-01-25,2014-01-25,13,6,
1019988,2013-06-18,2014-06-18,10,2,
1019989,2010-12-27,2011-12-28,7,6,
1019990,2011-05-19,2012-05-19,1,5,
1019991,2012-11-25,2013-11-25,19,2,
1019992,2011-04-10,2012-04-10,17,4,2011-12-01
1019993,2013-07-18,2014-07-18,9,7,
1019994,2013-02-25,2014-02-25,17,7,
1019995,2010-10-31,2011-05-03,11,1,2011-03-09
1019996,2013-10-20,2014-04-19,11,2,
1019997,2012-08-11,2013-08-11,4,5,
1019998,2011-11-03,2012-05-05,2,7,
1019999,2012-02-24,2013-02-24,6,2,
1020000,2013-12-30,2014-06-29,16,2,
1020001,2012-09-21,2013-03-22,3,2,
1020002,2012-08-18,2013-02-16,17,5,
1020003,2013-01-21,2014-01-21,13,2,
1020004,2012-02-03,2012-08-05,6,2,
1020005,2011-10-11,2012-04-12,11,5,
1020006,2011-08-14,2012-08-14,10,2,
1020007,2012-11-05,2013-05-06,19,7,
1020008,2010-08-08,2011-02-05,13,2,
1020009,2012-12-01,2013-12-01,20,4,
1020010,2011-12-15,2012-06-16,5,2,
1020011,2012-01-05,2012-07-07,8,3,
1020012,2012-05-06,2012-11-05,8,5,
1020013,2011-06-30,2012-06-30,15,6,
1020014,2013-02-12,2014-02-12,13,7,
1020015,2011-06-04,2011-12-04,4,1,
1020016,2013-03-03,2014-03-03,9,1,
1020017,2013-01-13,2014-01-13,16,2,
1020018,2011-10-14,2012-10-13,9,7,
1020019,2012-08-05,2013-08-05,9,4,
1020020,2012-08-24,2013-02-21,3,4,
1020021,2011-04-17,2012-04-17,4,3,
1020022,2013-11-19,2014-05-22,20,6,2014-02-26
1020023,2012-07-02,2013-07-02,2,1,
1020024,2013-02-13,2013-08-16,9,7,
1020025,2012-08-25,2013-02-24,5,2,
1020026,2011-07-21,2012-01-20,18,7,
1020027,2012-06-23,2013-06-23,5,3,
1020028,2011-06-12,2012-06-12,2,4,
1020029,2011-09-03,2012-09-03,14,3,
1020030,2012-08-27,2013-08-27,7,3,
1020031,2012-08-13,2013-08-13,5,1,
1020032,2010-11-08,2011-11-08,17,7,
1020033,2010-12-11,2011-12-11,12,6,2011-09-24
1020034,2012-06-03,2012-12-03,3,5,
1020035,2013-10-17,2014-04-16,18,7,
1020036,2013-07-05,2014-07-05,11,6,
1020037,2011-12-26,2012-12-26,14,1,
1020038,2011-03-29,2011-09-27,20,3,
1020039,2011-04-12,2011-10-13,9,6,
1020040,2011-03-08,2012-03-08,8,1,
1020041,2013-08-20,2014-02-20,11,1,
1020042,2013-06-08,2013-12-08,10,6,2013-09-20
1020043,2013-02-03,2014-02-03,8,5,
1020044,2013-07-18,2014-07-18,6,1,
1020045,2012-03-22,2013-03-22,18,6,
1020046,2013-06-22,2014-06-22,6,1,
1020047,2012-10-06,2013-10-06,16,6,
1020048,2011-08-09,2012-02-08,18,1,
1020049,2013-02-24,2014-02-24,17,2,
1020050,2013-09-21,2014-03-21,7,1,2014-02-12
1020051,2012-12-15,2013-06-15,18,3,
1020052,2013-12-16,2014-06-16,15,7,
1020053,2011-02-13,2012-02-14,13,7,
1020054,2012-02-16,2013-02-15,12,1,
1020055,2014-03-07,2015-03-07,1,2,
1020056,2011-01-03,2011-07-06,15,4,2011-06-29
1020057,2013-09-08,2014-03-10,20,4,
1020058,2012-12-27,2013-12-27,6,7,
1020059,2011-06-29,2011-12-30,8,4,
1020060,2011-05-12,2011-11-11,14,5,
1020061,2012-12-02,2013-12-02,9,4,
1020062,2012-08-29,2013-08-29,8,5,
1020063,2012-05-02,2012-11-01,9,2,
1020064,2012-12-02,2013-12-02,19,4,
1020065,2013-09-10,2014-09-10,12,2,
1020066,2012-03-23,2012-09-21,10,1,
1020067,2011-12-08,2012-12-08,3,5,
1020068,2012-02-28,2013-02-27,8,4,
1020069,2011-10-22,2012-04-22,18,2,
1020070,2013-02-06,2014-02-06,2,4,
1020071,2011-12-05,2012-06-04,14,6,
1020072,2011-06-19,2012-06-18,13,6,
1020073,2012-02-05,2013-02-04,1,2,
1020074,2013-08-13,2014-02-11,4,5,
1020075,2013-09-05,2014-09-05,5,1,
1020076,2013-05-01,2013-11-01,14,6,
1020077,2010-09-02,2011-03-05,20,5,
1020078,2010-10-23,2011-10-23,10,3,
1020079,2013-01-11,2013-07-14,16,1,
1020080,2013-05-14,2014-05-14,5,2,
1020081,2011-03-13,2011-09-13,15,7,
1020082,2013-07-19,2014-07-19,12,1,
1020083,2013-03-09,2013-09-06,19,4,
1020084,2011-01-10,2012-01-11,19,2,
1020085,2013-04-21,2013-10-20,20,4,2013-07-22
1020086,2011-09-29,2012-09-29,10,4,
1020087,2012-12-01,2013-06-02,3,5,
1020088,2012-08-05,2013-08-05,3,3,
1020089,2011-06-30,2011-12-28,20,5,
1020090,2013-09-16,2014-03-18,9,1,
1020091,2013-08-01,2014-08-01,11,5,
1020092,2011-06-13,2012-06-13,13,5,
1020093,2011-11-05,2012-11-05,12,3,
1020094,2012-04-14,2013-04-15,1,5,
1020095,2012-11-24,2013-05-26,18,1,
1020096,2012-12-06,2013-12-06,20,2,
1020097,2012-12-11,2013-12-11,11,5,
1020098,2013-09-03,2014-03-06,20,1,
1020099,2013-02-23,2014-02-23,18,6,
1020100,2011-11-09,2012-05-09,13,6,2011-11-26
1020101,2012-08-18,2013-02-16,6,6,
1020102,2011-03-07,2011-09-07,18,4,
1020103,2013-05-01,2014-05-01,4,4,
1020104,2013-06-04,2013-12-05,5,5,
1020105,2011-04-16,2011-10-16,2,3,2011-07-20
1020106,2011-07-11,2012-07-11,16,7,
1020107,2011-01-01,2012-01-02,13,1,
1020108,2012-10-07,2013-04-07,6,1,
1020109,2012-11-15,2013-11-15,17,5,
1020110,2012-07-18,2013-07-18,10,7,
1020111,2012-03-16,2013-03-17,15,6,
1020112,2012-07-11,2013-07-11,3,3,
1020113,2013-08-06,2014-08-06,19,4,
1020114,2014-03-06,2014-09-04,10,6,
1020115,2012-09-29,2013-09-29,10,6,
1020116,2012-01-13,2013-01-13,13,2,
1020117,2013-01-28,2014-01-28,2,4,
1020118,2012-07-21,2013-01-19,12,3,
1020119,2013-07-25,2014-01-22,20,5,
1020120,2010-12-29,2011-12-29,6,4,
1020121,2013-05-29,2013-11-29,11,7,
1020122,2012-11-10,2013-05-13,12,3,
1020123,2012-11-10,2013-05-13,19,1,
1020124,2011-09-04,2012-03-06,12,7,
1020125,2012-07-28,2013-01-25,13,4,2012-11-04
1020126,2011-07-10,2012-07-10,5,3,
1020127,2012-04-26,2013-04-26,8,5,
1020128,2010-12-03,2011-12-04,16,7,
1020129,2011-05-24,2012-05-23,10,2,
1020130,2013-03-30,2013-09-29,15,1,
1020131,2012-04-07,2012-10-06,16,1,
1020132,2011-06-23,2012-06-23,17,2,
1020133,2013-01-16,2014-01-16,10,3,2013-09-05
1020134,2012-05-01,2013-05-01,12,7,
1020135,2013-06-30,2014-06-30,6,7,
1020136,2010-10-25,2011-10-25,4,6,
1020137,2011-07-08,2012-01-06,14,1,
1020138,2011-07-10,2012-07-10,18,5,
1020139,2012-07-17,2013-01-15,7,5,
1020140,2012-12-25,2013-06-25,2,4,
1020141,2012-05-07,2012-11-07,8,4,
1020142,2011-04-11,2011-10-11,1,3,
1020143,2011-11-12,2012-11-12,6,7,
1020144,2013-03-19,2014-03-19,1,4,
1020145,2011-12-05,2012-12-04,8,4,
1020146,2011-09-27,2012-03-29,3,7,2011-11-05
1020147,2013-01-19,2014-01-19,9,4,
1020148,2012-01-22,2013-01-22,20,1,
1020149,2011-09-29,2012-09-29,20,2,
1020150,2012-08-19,2013-02-16,6,6,
1020151,2012-08-13,2013-08-13,16,6,
1020152,2010-12-10,2011-12-11,3,7,
1020153,2011-09-12,2012-03-14,3,7,2011-12-04
1020154,2013-02-09,2013-08-12,14,4,
1020155,2011-08-31,2012-03-02,15,7,
1020156,2012-11-12,2013-11-12,8,1,
1020157,2012-11-05,2013-05-08,5,5,
1020158,2012-08-22,2013-02-22,2,6,
1020159,2011-10-04,2012-10-04,8,4,
1020160,2012-12-20,2013-12-20,5,7,
1020161,2012-06-20,2013-06-21,17,7,
1020162,2012-04-26,2013-04-26,12,4,
1020163,2013-10-03,2014-10-03,3,7,
1020164,2012-07-27,2013-01-25,7,2,2012-11-05
1020165,2011-06-04,2012-06-04,1,7,
1020166,2013-05-01,2014-05-01,6,2,
1020167,2010-10-03,2011-10-03,17,7,
1020168,2012-03-18,2013-03-18,6,4,
1020169,2012-02-07,2013-02-06,14,7,
1020170,2012-10-06,2013-10-06,1,5,
1020171,2011-10-31,2012-05-01,11,5,
1020172,2010-09-29,2011-04-01,19,7,
1020173,2012-08-03,2013-01-31,4,7,
1020174,2013-01-15,2014-01-15,14,5,
1020175,2013-04-29,2014-04-29,5,3,
1020176,2011-05-07,2011-11-05,18,6,
1020177,2013-02-22,2014-02-22,3,2,
1020178,2012-06-16,2013-06-16,2,4,
1020179,2011-08-19,2012-02-19,18,5,
1020180,2012-09-27,2013-09-27,12,1,
1020181,2012-06-08,2013-06-08,15,6,
1020182,2010-09-16,2011-03-19,14,3,
1020183,2011-08-15,2012-02-15,14,2,
1020184,2011-08-19,2012-08-19,20,7,
1020185,2013-06-11,2014-06-11,20,4,
1020186,2013-08-25,2014-02-25,8,3,
1020187,2011-11-09,2012-11-09,14,5,
1020188,2013-11-19,2014-11-19,15,3,
1020189,2013-03-09,2014-03-09,2,1,
1020190,2013-08-24,2014-08-24,19,2,
1020191,2011-06-12,2011-12-13,20,2,
1020192,2013-07-09,2014-01-09,17,1,
1020193,2013-04-11,2014-04-11,14,1,
1020194,2013-07-13,2014-07-13,19,5,
1020195,2012-03-14,2012-09-13,7,6,
1020196,2013-09-08,2014-09-08,19,2,
1020197,2011-10-12,2012-04-12,3,5,
1020198,2013-12-01,2014-12-01,13,2,
1020199,2013-03-04,2014-03-04,4,4,
1020200,2011-12-29,2012-06-28,14,7,
1020201,2012-11-26,2013-11-26,16,6,
1020202,2013-03-26,2014-03-26,11,6,2014-01-06
1020203,2010-12-08,2011-06-10,9,7,
1020204,2012-05-31,2013-06-01,11,4,
1020205,2012-05-20,2012-11-19,7,2,
1020206,2011-07-14,2012-01-13,16,1,
1020207,2012-12-11,2013-06-13,13,4,
1020208,2012-11-24,2013-11-24,5,6,
1020209,2012-07-23,2013-01-23,6,3,
1020210,2013-08-20,2014-02-19,4,2,
1020211,2013-10-09,2014-04-11,18,7,
1020212,2013-01-03,2014-01-03,13,3,
1020213,2013-01-21,2014-01-21,8,2,
1020214,2012-04-13,2013-04-13,11,2,
1020215,2011-04-26,2012-04-26,18,6,
1020216,2013-01-19,2013-07-22,15,7,
1020217,2013-09-26,2014-03-28,18,2,
1020218,2013-02-10,2014-02-10,7,3,
1020219,2013-08-12,2014-02-09,13,5,
1020220,2010-12-16,2011-12-17,1,2,2011-12-12
1020221,2013-08-22,2014-08-22,3,4,
1020222,2013-08-11,2014-08-11,16,2,
1020223,2010-09-27,2011-03-27,15,5,2011-01-07
1020224,2012-12-14,2013-06-16,14,4,2013-04-12
1020225,2013-07-16,2014-07-16,1,3,
1020226,2011-10-22,2012-04-22,19,5,
1020227,2011-10-14,2012-10-14,16,1,
1020228,2012-02-13,2012-08-14,9,5,
1020229,2011-11-12,2012-11-11,8,1,
1020230,2012-11-24,2013-11-24,11,7,
1020231,2012-06-09,2012-12-10,20,3,
1020232,2013-04-25,2014-04-25,5,2,
1020233,2012-11-30,2013-11-30,6,4,
1020234,2012-07-25,2013-01-22,3,1,
1020235,2011-01-03,2012-01-03,12,7,
1020236,2012-06-23,2012-12-24,3,7,
1020237,2013-01-27,2013-07-28,3,6,
1020238,2012-04-09,2013-04-09,1,1,
1020239,2013-06-19,2014-06-19,1,4,
1020240,2010-12-22,2011-12-22,8,1,
1020241,2012-12-15,2013-06-17,11,5,
1020242,2012-06-19,2013-06-19,14,5,
1020243,2010-10-10,2011-10-11,14,6,
1020244,2011-09-24,2012-03-26,16,4,2012-01-08
1020245,2013-11-29,2014-06-01,9,3,
1020246,2012-12-06,2013-12-06,7,2,
1020247,2011-02-28,2012-02-29,3,7,
1020248,2014-02-23,2015-02-23,2,1,
1020249,2012-12-19,2013-06-19,7,2,
1020250,2011-09-11,2012-03-11,1,4,
1020251,2014-02-20,2015-02-20,9,1,
1020252,2011-03-28,2012-03-28,12,3,
1020253,2012-09-02,2013-09-02,10,6,
1020254,2012-01-28,2012-07-28,11,7,
1020255,2014-01-14,2015-01-14,11,4,
1020256,2010-09-20,2011-03-20,13,4,
1020257,2012-07-05,2013-07-05,9,6,
1020258,2013-06-23,2014-06-23,7,5,
1020259,2011-06-27,2012-06-26,10,5,2011-07-28
1020260,2012-03-25,2012-09-23,8,3,
1020261,2012-06-13,2013-06-14,4,6,
1020262,2011-02-16,2012-02-17,12,4,
1020263,2011-02-16,2012-02-17,5,2,
1020264,2013-11-14,2014-05-15,20,1,
1020265,2013-06-19,2014-06-19,1,2,
1020266,2014-02-01,2014-08-02,14,6,
1020267,2013-07-05,2014-07-05,9,2,
1020268,2012-02-07,2013-02-06,4,7,
1020269,2013-01-08,2013-07-11,15,1,
1020270,2012-01-09,2013-01-08,10,1,2012-11-28
1020271,2012-07-18,2013-01-18,17,1,
1020272,2012-07-16,2013-07-16,20,5,
1020273,2011-09-17,2012-03-19,16,1,
1020274,2013-02-11,2013-08-14,14,2,
1020275,2013-03-06,2014-03-06,14,2,
1020276,2013-01-16,2014-01-16,8,1,
1020277,2011-05-18,2012-05-18,16,1,
1020278,2013-07-15,2014-07-15,16,1,
1020279,2013-02-28,2013-08-31,8,1,
1020280,2013-06-07,2014-06-07,7,2,
1020281,2011-10-17,2012-04-17,8,5,
1020282,2011-07-26,2012-01-23,11,1,
1020283,2013-03-14,2014-03-14,4,5,
1020284,2011-04-23,2011-10-24,7,2,
1020285,2011-02-09,2012-02-10,2,6,
1020286,2012-09-25,2013-03-25,16,3,2013-01-12
1020287,2013-03-01,2013-09-01,9,7,
1020288,2011-01-11,2011-07-13,11,1,
1020289,2011-07-16,2012-01-16,4,4,
1020290,2012-01-22,2013-01-22,10,7,
1020291,2011-09-20,2012-09-20,7,5,
1020292,2012-08-16,2013-08-16,12,5,
1020293,2012-02-14,2012-08-14,20,5,
1020294,2013-04-21,2013-10-21,20,6,
1020295,2012-04-25,2012-10-26,11,1,
1020296,2012-05-10,2013-05-10,11,5,
1020297,2011-09-07,2012-03-08,9,1,2011-11-15
1020298,2012-08-20,2013-08-20,10,1,
1020299,2010-10-03,2011-04-04,9,5,
1020300,2013-09-03,2014-03-04,18,1,
1020301,2013-12-25,2014-12-25,10,1,
1020302,2012-10-29,2013-04-28,20,7,
1020303,2012-08-15,2013-08-15,6,7,
1020304,2013-04-09,2013-10-10,10,5,
1020305,2013-06-25,2014-06-25,18,7,
1020306,2012-04-22,2013-04-22,17,3,
1020307,2013-11-05,2014-11-05,11,6,2014-06-25
1020308,2013-08-03,2014-02-03,20,1,
1020309,2012-02-29,2013-02-28,13,3,
1020310,2013-02-10,2014-02-10,6,3,
1020311,2012-09-03,2013-09-03,4,7,
1020312,2011-11-07,2012-11-06,1,6,
1020313,2013-02-24,2013-08-24,15,6,
1020314,2013-11-25,2014-05-25,18,1,
1020315,2012-05-13,2012-11-10,13,5,
1020316,2012-07-22,2013-07-22,14,5,
1020317,2013-06-06,2013-12-06,20,5,
1020318,2014-01-14,2014-07-17,20,7,2014-04-22
1020319,2013-08-26,2014-08-26,7,4,
1020320,2012-02-28,2013-02-27,17,1,
1020321,2014-01-27,2014-07-28,20,2,
1020322,2011-05-28,2011-11-25,3,3,2011-09-11
1020323,2012-05-09,2012-11-08,19,2,2012-08-21
1020324,2011-12-28,2012-06-29,3,5,
1020325,2011-04-20,2011-10-19,8,6,
1020326,2013-06-27,2014-06-27,18,6,
